[32mINFO[0m [90mmain.c:107:[0m Starting experiment
0,40000,0
1,40000,4
2,40000,27
3,40000,63
4,40000,106
5,40000,153
6,40000,201
7,40000,250
8,40000,300
9,40000,350
10,40000,400
11,40000,451
12,40000,501
13,40000,552
14,40000,602
15,40000,653
16,40000,703
17,40000,754
18,40000,804
19,40000,855
20,40000,905
21,40000,956
22,40000,1006
23,40000,1057
24,38986,1107
25,37715,1158
26,36470,1208
27,35224,1258
28,33978,1308
29,32757,1357
30,31536,1406
31,30339,1454
32,29118,1503
33,27946,1550
34,26774,1597
35,25602,1644
36,24455,1690
37,23308,1736
38,22185,1781
39,21088,1825
40,20015,1868
41,18943,1911
42,17895,1953
43,16872,1994
44,15874,2034
45,14900,2073
46,13952,2111
47,13054,2147
48,12155,2183
49,11331,2216
50,10508,2249
51,9734,2280
52,9010,2309
53,8311,2337
54,7662,2363
55,7037,2388
56,6488,2410
57,5964,2431
58,5489,2450
59,5065,2467
60,4691,2482
61,4366,2495
62,4067,2507
63,3842,2516
64,3642,2524
65,3468,2531
66,3343,2536
67,3269,2539
68,3194,2542
69,3169,2543
70,3145,2544
71,3145,2544
72,3145,2544
73,3146,2544
74,3146,2544
75,3146,2544
76,3147,2544
77,3147,2544
78,3147,2544
79,3148,2544
80,3148,2544
81,3148,2544
82,3149,2544
83,3149,2544
84,3149,2544
85,3150,2544
86,3150,2544
87,3150,2544
88,3151,2544
89,3151,2544
90,3152,2544
91,3152,2544
92,3152,2544
93,3153,2544
94,3153,2544
95,3153,2544
96,3154,2544
97,3154,2544
98,3154,2544
99,3155,2544
100,3155,2544
101,3155,2544
102,3156,2544
103,3156,2544
104,3156,2544
105,3157,2544
106,3157,2544
107,3157,2544
108,3158,2544
109,3158,2544
110,3158,2544
111,3159,2544
112,3159,2544
113,3160,2544
114,3160,2544
115,3160,2544
116,3161,2544
117,3161,2544
118,3161,2544
119,3162,2544
120,3162,2544
121,3162,2544
122,3163,2544
123,3163,2544
124,3163,2544
125,3164,2544
126,3164,2544
127,3164,2544
128,3165,2544
129,3165,2544
130,3165,2544
131,3166,2544
132,3166,2544
133,3167,2544
134,3167,2544
135,3167,2544
136,3168,2544
137,3168,2544
138,3168,2544
139,3169,2544
140,3169,2544
141,3169,2544
142,3170,2544
143,3170,2544
144,3170,2544
145,3171,2544
146,3171,2544
147,3171,2544
148,3172,2544
149,3172,2544
150,3172,2544
151,3173,2544
152,3173,2544
153,3173,2544
154,3174,2544
155,3174,2544
156,3175,2544
157,3175,2544
158,3175,2544
159,3176,2544
160,3176,2544
161,3176,2544
162,3177,2544
163,3177,2544
164,3177,2544
165,3178,2544
166,3178,2544
